District,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Nainital,171826.40731972223,205162.84912429025,259653.50172403836,224920.23371300337,205908.85886792908,224014.9399157934,231250.16311028993,221715.26208589922,234211.9784930362,240409.95117208976,361174.8844964613,360961.12837424205,313733.33661862643,287265.9033322407,341438.04172137566,371801.81149550556,372694.44669450336,369479.5379086328,376547.44846161356,386267.427768034,408315.4750595184,408911.4878838591,571493.2377504945,585135.3122550383,572872.0412504884,660882.1371558986,629127.5294965692,686702.6428506661,576405.634598648,688313.6305513391,805042.7658410227
Pithoragarh,109518.68606692133,83065.60824396332,91676.62541552058,91568.51302047032,99169.76193400081,87744.85690194822,92196.92859538966,113743.52109070809,103922.72858669884,108617.7670256453,101707.0424811229,155608.85848303678,154084.44192376678,105474.74350963428,114555.0346731154,145074.48102088718,144105.96639428168,114732.32350086728,205028.6280746269,162819.94978239873,251978.37935364395,310920.23319249495,457870.15839195857,516607.2301638092,496146.27380743716,1060199.6110636604,946211.8885693867,808718.8653252135,485033.7276077005,447322.3305050416,499086.9947219279
Pithoragarh,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,103930.27724984921,102845.66340638236,103930.27724984921,54337.02783576172,54337.02783576172,54337.02783576172
Rudraprayag,54105.65978353936,54105.65978353936,52844.45655576073,54337.06838259489,54105.65978353936,52929.33542008549,54692.24056335059,84032.02501207116,84399.13085518387,78672.23374702247,60919.724533566325,83273.53184321792,83669.28016097166,58226.09297813021,87566.52636397949,82865.28936480585,84741.29943049584,63299.36128858407,91640.53909127288,91885.11488896946,101984.49067271868,92056.95589361693,217288.55696694937,269902.9019709801,395640.0304597641,272216.7851739972,241377.78229257802,237954.71756145914,1752692.870552623,229524.246224546,232018.38760600277
Tehri Garhwal,105470.9691780591,111222.22660769701,105959.34472711275,138951.8671620332,155047.22172693285,124661.47396445507,205782.5225419505,230118.7588242291,237661.19679016058,225081.50073929946,228727.5603348167,229293.96602037226,249912.44839186198,226300.7516947518,345372.8905131199,306700.03840493254,314394.7236250374,291288.9649604301,349323.6928863321,345269.1375621459,372929.73965851613,377359.65713505703,562437.8307278369,572173.5655254001,525699.0552285304,638340.0968805923,588461.8780392559,595386.2907768998,569186.8154162822,578064.9097418678,681860.666145438
Udham Singh Nagar,313750.00781836204,373536.6012895129,352954.2094486424,411351.2151481276,453058.6743404755,392280.6312437155,410084.5683919347,442890.33081604034,439442.1819282275,485041.27627085085,506871.9361689693,537496.0190499417,520136.96524289326,529106.0025675646,531499.7005838092,571148.7012814926,614053.5173238199,633087.335847517,571847.3355883971,632002.9861276024,729631.9554832369,665776.1289296009,898964.9096106435,959653.1285968596,791596.5742662802,946033.1202854207,828176.2076471755,968703.2635240937,966479.093571147,1010435.976012181,1079975.9051254385
Uttarkashi,112966.74166289873,64087.07924734188,59641.772187330826,132500.69651552397,82702.26153414756,81407.0716780027,118322.91557687077,98344.813754061,103908.83506606465,105376.79477592616,102303.92040781886,103714.9615154515,145212.22957724988,137085.88644877428,145721.10402667223,162208.44584155397,204200.11793031488,136983.2155553368,153719.93851620296,163251.36486451642,145275.97270831643,137344.078201849,412386.04810081306,413635.1937609142,403385.8544497916,957713.2225441377,796160.8813980403,801931.2788926052,416504.4859124547,386158.6763116301,525131.135589738
Uttarkashi,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,54337.02783576172,231358.88078376665,232457.7442729316,231358.88078376665,54337.02783576172,54337.02783576172,54337.02783576172
Alipurduar,173976.54984645805,157410.07171524,153303.46311565491,226047.214649099,201463.04059648886,236172.2767167323,251030.89880690226,231325.64974179355,244795.00156011645,241534.33208450582,227422.51877817287,192375.14748526085,269260.9716569741,240979.015553975,232768.02268883793,264583.2786281418,224171.40782007587,246474.11639744628,233035.6687505405,246580.1228956853,630170.0325397947,299014.78827999346,412300.0573956039,455629.16094948555,399828.0639157118,431224.1886776647,434586.0132317701,518618.46341057605,435117.79010239476,515485.3982395744,559780.2278572355
Bankura,233990.38415204032,295508.3441775988,319220.2603069364,376868.2666455041,413001.82883536705,376283.4845302882,449577.9920655087,414171.11645072745,525677.2465106141,453044.854912237,530887.3544925017,410665.29145926144,519808.06155772804,556104.6376726782,510777.45891498704,570614.5714427416,538656.8851688904,572601.2108832013,498213.6314994693,575096.1980252629,573555.4578601317,532725.5430285152,1084895.3910405154,1079813.6088677056,1129706.1232898794,1028787.5401459254,1036025.6702210832,1029325.2828653908,1029385.6721705938,1033422.5073200784,1060544.5625698615
Barddhaman,836844.6530059968,902313.085532566,760867.0333316531,956918.1733967876,984356.585005844,915291.1257593975,980005.4326468119,1104694.8927449973,1007779.7300237808,942023.5262090933,1023306.3176375275,1029411.8347034516,1051598.8936550377,1030849.3230440473,964803.6238216753,1039020.094941697,1023517.6802057378,1138997.3946914722,1033978.783695768,1125869.7133235421,1163721.9929047872,1161210.208597852,1552422.848316603,1710719.0127579982,1362942.7525988317,1690792.2696763047,1699888.190924164,1983764.9281032595,3047660.6802038024,2285575.984276857,2651827.288887361
Birbhum,299472.1414386329,382449.98001531203,354926.3177940729,373204.54705290514,393478.2902137136,373109.7702378539,384958.6008104691,410361.58271424123,440099.21497442847,642061.1467875094,529922.3554059366,469052.8351841913,541079.4457859312,525751.4264063215,441459.48319825064,544222.8607513566,515042.9425060697,453022.2089227859,403296.06446944835,437242.5874575014,542981.5100456924,584000.0154918727,989916.8704129519,831442.6278007952,831416.207479769,953062.2269141305,956385.1020924319,954182.7541689067,914047.7099631453,1092409.9993627635,1027842.8917289939
Dakshin Dinajpur,129244.81247184197,149152.0947655092,139997.1793682594,143609.03225770794,196411.7442837096,183065.29776309695,145593.61076191606,172931.67056655855,149308.34069534554,146237.19511830513,205708.45050998902,160714.44819363873,206921.8632882264,232478.26358457666,265714.382249053,243624.11618540218,233310.72912293804,225504.1110855885,235174.5782240733,244563.08447940272,295489.82302678894,342615.35832489264,372976.92025787174,421263.7631071999,378380.2944130414,399074.22100138693,409772.98299665697,415107.48927556264,406963.98664016,503981.49239223794,505127.99432046124
Darjiling,312887.0370648021,1292649.4156447297,217277.23397222382,246833.84737283096,231474.66517425745,219714.03712462555,235686.32402330695,349012.601969332,287814.80361760786,296026.5174625837,294563.84014936665,233776.70359010634,298943.075980065,307284.98828163306,295280.5516570714,382696.5893958257,381625.05498504237,371824.45748495666,373200.77272132994,369918.6901115212,377249.4741345975,391061.1994978361,509493.41922699567,534334.7978055609,429960.8204780966,526753.6257703638,518060.5194411098,1106467.0671782305,564140.8340683396,571004.4920044946,590481.0117277947
Haora,352756.3585548601,347995.0859133334,352812.9735284879,375256.51851281495,368533.36186092766,372679.4537044997,373016.5492847453,386245.42472965625,408737.1878050286,407706.27569033456,411152.5937371272,412201.491830588,450440.1104530592,436683.82319316646,414119.42433041986,430362.2534299623,435049.8521340415,531427.999656442,492018.65535097086,595903.6012733611,521459.55774907797,544313.2528816151,527693.3278148457,560338.2555251872,529198.1678045705,575092.4236936878,572940.6204338929,647121.1639305508,585165.5069076398,631346.0120888841,622857.410012351
Hugli,518790.09797237074,436082.6901136986,468389.0142613642,529619.430089578,516454.7007484781,544309.47855004,541207.8114514994,572616.308209502,583108.3504361723,580299.3229198988,602510.0511035618,565929.4649147057,701568.9640820058,572936.2048872665,560223.8937415545,598399.7015812997,573230.631413362,622755.5030598211,582046.2417678958,573236.3697035727,686631.5137597554,685280.3290551034,673571.7192668921,818388.3066151119,728751.9793659087,840760.4433068052,764937.1318627311,899328.322870714,902262.9391048454,908050.881090316,1202523.4260203792
Jalpaiguri,224665.17435963757,231208.64546296292,205680.5586404108,241923.30917747263,221475.26301480396,237452.4585996394,223358.4207891261,277084.4399329286,308973.1416812023,296233.80888034095,301052.0717945231,251659.48775063767,315680.52790883085,324135.45837091026,360766.20708138123,377339.8858523205,372765.31636983034,358794.1542117805,377140.08465496503,413884.8116296569,419383.52950467943,481129.01176522416,577232.3297425349,563558.7886227475,566212.5397828444,576181.789251488,581633.9655561153,630065.2555840326,641577.7417904967,660319.5806226066,757103.4640557136
Koch Bihar,162989.4104272656,151317.29670251708,149308.34069534554,197231.72715797726,252985.36944456925,230664.79020752283,231458.83315968307,231734.45652259456,239278.5151817107,230556.98532455307,238592.54342210814,215799.66243122064,264563.45490980573,237467.55592594013,250350.9137570012,296350.6084509994,345523.1640721918,262942.6056357604,389415.0666280479,343089.8178392476,301044.5231313727,384019.5089040475,529190.6191414202,563828.6656760907,541098.0579311625,572985.3690871742,582623.0946464328,615936.3621021417,632501.3728327653,670953.4422764094,636002.9364847495
Kolkata,305288.1688827936,436450.60309455404,308305.8214186532,436454.37742612924,346953.7065249583,574673.913359638,594981.7324901549,574673.913359638,576785.9190280627,594981.7324901549,594981.7324901549,594981.7324901549,431998.1427512271,1213497.4035270389,1292645.6413131545,1292645.6413131545,1681386.4075904035,2588822.6059174626,2588822.6059174626,1752692.870552623,2323500.5398780364,2323500.5398780364,2323748.8154018293,2323496.765546461,2323748.8154018293,436480.7977471555,436477.02341558033,2323496.765546461,2323496.765546461,2323496.765546461,2323496.765546461
Maldah,224900.67544263994,236994.3678171632,231268.2968259623,232134.32583606217,419014.96068995463,236822.07524853814,246776.1694821839,220953.8958039522,344192.47127123043,2116999.808128227,358575.9273591701,226848.72913904724,313254.45617613196,330732.6135716382,348893.9167348027,405728.02509496146,319012.9132399408,375079.8398245112,353773.886606351,318918.23827976856,352802.76691243314,371164.8301277517,559523.065648211,569210.0962257312,575983.2446117153,641630.8689327701,642371.4133069878,636113.6087473332,675062.0706568338,997057.7928024252,846609.2938081328
Murshidabad,308015.9856906869,357910.05695232464,355495.8943914082,372209.43930562533,380532.95757959,353007.050090695,352068.3026823062,423512.8998887013,411893.0726747983,412625.4222509109,481338.86833792226,371914.60114667803,588129.5925351036,539360.9863603534,418979.6346767834,518691.965351416,517422.7800130718,446459.8322853251,539176.608756991,540933.2182787607,577131.8966013419,611640.1528601409,1152363.3814815239,947908.9371484009,912328.7129516223,964081.8622664673,1104925.1269710835,1809108.3016825977,1072966.4650723352,1040669.2065084525,1050306.496306327
Nadia,378270.8387973611,447743.55759610253,419824.96457090677,458721.9348760429,439643.31992686744,438136.6790588304,454035.8121484931,518596.963996603,507900.83953027707,524944.2580261673,510056.8052424828,418393.44810385164,535999.8503032625,581286.3897917995,476560.83965470846,519448.9501570599,564159.7057262155,523461.9297986192,574763.1787383349,573036.6954105365,586235.2844759945,626187.7333393414,684193.9739725193,759353.1763905087,812502.9287650884,1497536.925832079,900538.8351408696,832705.6776650058,918094.7934340473,972613.2331682431,1080672.2654499847
North 24 Parganas,530206.009561621,527855.0696440478,515788.6249168079,567365.1918597938,567267.562377427,565481.6699243004,575806.409823354,573255.2413614485,588203.8774218549,603561.2250943669,609840.9705684489,576919.4472479181,705456.6513587562,685902.5898820445,630210.1110650214,667170.40786395,698561.9710199,798350.0544625089,658290.033239073,970153.6287491196,939523.2902188065,958742.309134168,983231.9247379508,2159408.8412084226,963817.2309220444,1041095.7059764481,1030008.4368804988,1056351.8432759184,1061645.1967947434,1142325.1660046105,1145514.8072860716
Pashchim Medinipur,341493.63584714266,321318.96897352673,352772.5722598317,370752.1335004135,411760.97106966685,346503.10103753087,409701.2706967285,449126.09413062246,452907.112605469,372468.64816713077,525424.1435876869,412528.70230963407,563821.1170129403,562441.6050594121,564144.6083999148,580569.9467797584,530072.3789340821,575134.6474692704,527644.2615043683,614508.1594371871,993065.6020800819,698420.5568153945,1127338.729163878,1160572.5538014723,1139735.4336785898,1213335.5069239456,1271842.6602940324,1280229.0491108028,1279940.456427057,1507438.4683268482,1380683.068299394
